,EH_ID,dpi,labels,batch,experiment,relative_weight,OPG,primary_infection,challenge_infection,mouse_strain,delta,IFNy_CEWE,Eim_MC,infection_history,EXP_type,IFNy_MES,Position,CD4,Treg,Div_Treg,Treg17,Th1,Div_Th1,Th17,Div_Th17,CD8,Act_CD8,Div_Act_CD8,IFNy_CD4,IFNy_CD8
61,LM_0334,9,P3aKEG,a,P3,83.4319526627219,117924.528301887,Eflab,UNI,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,LM_0335,9,P3aFLM,a,P3,88.2591093117409,119642.857142857,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,LM_0336,9,P3aAZR,a,P3,84.2003853564547,465686.274509804,E88,E64,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,LM_0337,9,P3aVKX,a,P3,88.8143176733781,582142.857142857,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,LM_0338,9,P3aXUQ,a,P3,86.1598440545809,NA,E64,E88,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,LM_0339,9,P3aBEO,a,P3,93.5483870967742,NA,E64,E64,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,LM_0340,9,P3aKYD,a,P3,96.3302752293578,NA,E64,UNI,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,LM_0341,9,P3aCWN,a,P3,90.6937394247039,NA,E139,E88,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,LM_0342,9,P3aSOX,a,P3,92.9824561403509,NA,E139,E64,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,LM_0343,9,P3aBVL,a,P3,86.6220735785953,NA,E139,UNI,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,LM_0344,9,P3aIZU,a,P3,97.2762645914397,0,UNI,E88,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,LM_0345,9,P3aCCY,a,P3,94.3986820428336,NA,UNI,E64,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,LM_0346,9,P3aSBV,a,P3,97.4025974025974,0,UNI,UNI,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,LM_0347,9,P3aOSC,a,P3,91.1888111888112,327710.843373494,E88,E88,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,LM_0348,9,P4aJKY,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,LM_0349,9,P4aHTT,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,LM_0350,9,P4aDUE,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,LM_0351,9,P4aPRH,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,LM_0352,9,P4aPBX,a,P4,98.8669950738916,7042.25352112676,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,LM_0353,9,P4aNWE,a,P4,90.4434589800443,0,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,LM_0354,9,P4aENX,a,P4,93.5333333333334,4694.83568075117,E64,NA,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,LM_0355,9,P4aNJL,a,P4,101.548974943052,0,E64,NA,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,LM_0356,9,P4aEXA,a,P4,84.8894348894349,1839285.71428571,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,LM_0357,9,P4aWYZ,a,P4,79.7196261682243,1145833.33333333,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,LM_0358,9,P4aSNC,a,P4,76.040404040404,166666.666666667,E88,NA,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,LM_0359,9,P4aULF,a,P4,86.2312633832977,165354.330708661,E88,NA,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,LM_0360,9,P4aSYQ,a,P4,NA,NA,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,LM_0361,9,P4aFTM,a,P4,85.3796095444685,1434977.57847534,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,LM_0362,9,P4aPUM,a,P4,74.2074363992172,400000,Eflab,NA,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,LM_0363,9,P4aRDV,a,P4,85.8029978586724,1197142.85714286,Eflab,NA,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,LM_0364,9,P4aIJK,a,P4,105.336538461538,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,LM_0365,9,P4aEDT,a,P4,98.6655405405405,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,LM_0366,9,P4aOWI,a,P4,93.5966735966736,0,UNI,NA,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,LM_0367,9,P4aKBE,a,P4,93.8508064516129,0,UNI,NA,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,LM_0332,10,P3aBBD,a,P3,77.7777777777778,74074.0740740741,Eflab,E88,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,LM_0333,10,P3aJOI,a,P3,81.2144212523719,33333.3333333333,Eflab,E64,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,LM_0334,10,P3aJVR,a,P3,79.2899408284024,17543.8596491228,Eflab,UNI,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,LM_0335,10,P3aWSE,a,P3,86.0323886639676,51948.0519480519,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,LM_0336,10,P3aSVD,a,P3,84.0077071290944,67901.2345679012,E88,E64,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,LM_0337,10,P3aQEC,a,P3,87.9194630872483,11049.7237569061,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,LM_0338,10,P3aHEN,a,P3,95.7115009746589,NA,E64,E88,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,LM_0339,10,P3aJQD,a,P3,94.758064516129,NA,E64,E64,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,LM_0340,10,P3aFRB,a,P3,94.3119266055046,NA,E64,UNI,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,LM_0341,10,P3aGPG,a,P3,89.8477157360406,NA,E139,E88,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,LM_0342,10,P3aYUI,a,P3,89.8245614035088,NA,E139,E64,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,LM_0343,10,P3aCNK,a,P3,85.7859531772575,NA,E139,UNI,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,LM_0343,10,P3aCNK,a,P3,85.7859531772575,NA,E139,UNI,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,LM_0344,10,P3aOTL,a,P3,98.0544747081712,NA,UNI,E88,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,LM_0345,10,P3aYKY,a,P3,94.3986820428336,NA,UNI,E64,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,LM_0346,10,P3aYYU,a,P3,97.9591836734694,NA,UNI,UNI,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,LM_0347,10,P3aOOZ,a,P3,89.3706293706294,48913.0434782609,E88,E88,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,LM_0348,10,P4aOWL,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,LM_0349,10,P4aDIW,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,LM_0350,10,P4aGWH,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,LM_0351,10,P4aHDF,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,LM_0352,10,P4aXIJ,a,P4,100.492610837438,0,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,LM_0353,10,P4aEBU,a,P4,91.9512195121951,0,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,LM_0354,10,P4aDYG,a,P4,92.3777777777778,0,E64,NA,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,LM_0355,10,P4aCPK,a,P4,101.412300683371,0,E64,NA,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,LM_0356,10,P4aMMF,a,P4,88.1326781326781,234042.553191489,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,LM_0357,10,P4aYSZ,a,P4,80.7242990654206,708333.333333333,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,LM_0358,10,P4aRHX,a,P4,79.5353535353535,66666.6666666667,E88,NA,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,LM_0359,10,P4aXYX,a,P4,85.0963597430407,81761.0062893082,E88,NA,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,LM_0360,10,P4aECQ,a,P4,NA,NA,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,LM_0361,10,P4aZRL,a,P4,86.8546637744035,190201.729106628,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,LM_0362,10,P4aBGC,a,P4,71.6634050880626,21739.1304347826,Eflab,NA,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,LM_0363,10,P4aDAQ,a,P4,88.0728051391863,95238.0952380952,Eflab,NA,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,LM_0364,10,P4aRFT,a,P4,106.995192307692,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,LM_0365,10,P4aJRE,a,P4,97.6689189189189,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,LM_0366,10,P4aVLF,a,P4,93.3056133056133,0,UNI,NA,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,LM_0367,10,P4aIJQ,a,P4,93.8911290322581,0,UNI,NA,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,LM_0332,11,P3aFOK,a,P3,75,20408.1632653061,Eflab,E88,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,LM_0333,11,P3aENK,a,P3,81.9734345351044,0,Eflab,E64,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,LM_0334,11,P3aJIH,a,P3,77.7120315581854,0,Eflab,UNI,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,LM_0335,11,P3aYTP,a,P3,88.2591093117409,19607.8431372549,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,LM_0336,11,P3aSMX,a,P3,85.9344894026975,6872.85223367698,E88,E64,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,LM_0337,11,P3aBSJ,a,P3,91.2751677852349,12048.1927710843,E88,UNI,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,LM_0338,11,P3aPUD,a,P3,94.9317738791423,NA,E64,E88,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,LM_0339,11,P3aTKS,a,P3,93.1451612903226,NA,E64,E64,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,LM_0340,11,P3aQJU,a,P3,94.6788990825688,NA,E64,UNI,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,LM_0341,11,P3aAHL,a,P3,90.0169204737733,NA,E139,E88,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,LM_0342,11,P3aXVS,a,P3,86.8421052631579,NA,E139,E64,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,LM_0343,11,P3aABJ,a,P3,85.4515050167224,NA,E139,UNI,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,LM_0344,11,P3aVEB,a,P3,97.2762645914397,NA,UNI,E88,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,LM_0345,11,P3aCNK,a,P3,93.4102141680395,NA,UNI,E64,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,LM_0345,11,P3aCNK,a,P3,93.4102141680395,NA,UNI,E64,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,LM_0346,11,P3aRPG,a,P3,97.4025974025974,NA,UNI,UNI,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,LM_0347,11,P3aMCE,a,P3,88.3916083916084,9615.38461538462,E88,E88,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,LM_0348,11,P4aLSL,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,LM_0349,11,P4aUYW,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,LM_0350,11,P4aBDZ,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,LM_0351,11,P4aMHC,a,P4,NA,NA,E139,NA,SWISS,NA,NA,NA,E139:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,LM_0352,11,P4aKUB,a,P4,100.394088669951,0,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,LM_0353,11,P4aHRY,a,P4,91.4190687361419,2463.05418719212,E64,NA,SWISS,NA,NA,NA,E64:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,LM_0354,11,P4aGZU,a,P4,93.4444444444445,0,E64,NA,SWISS,NA,NA,NA,E64:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,LM_0355,11,P4aGFH,a,P4,103.257403189066,68750,E64,NA,SWISS,NA,NA,NA,E64:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,LM_0356,11,P4aNDH,a,P4,92.1621621621621,4608.29493087558,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,LM_0357,11,P4aQMF,a,P4,81.0981308411215,11494.2528735632,E88,NA,SWISS,NA,NA,NA,E88:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,LM_0358,11,P4aZCB,a,P4,80.6868686868687,11261.2612612613,E88,NA,SWISS,NA,NA,NA,E88:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,LM_0359,11,P4aEER,a,P4,87.7087794432548,18181.8181818182,E88,NA,SWISS,NA,NA,NA,E88:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,LM_0360,11,P4aHGF,a,P4,NA,NA,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,LM_0361,11,P4aIJW,a,P4,88.2429501084599,42654.028436019,Eflab,NA,SWISS,NA,NA,NA,Eflab:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,LM_0362,11,P4aEUW,a,P4,NA,NA,Eflab,NA,SWISS,NA,NA,NA,Eflab:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,LM_0363,11,P4aPVF,a,P4,89.4004282655246,0,Eflab,NA,SWISS,NA,NA,NA,Eflab:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,LM_0364,11,P4aPWL,a,P4,105.192307692308,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,LM_0365,11,P4aKPL,a,P4,97.8209459459459,0,UNI,NA,SWISS,NA,NA,NA,UNI:E88,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,LM_0366,11,P4aXTX,a,P4,93.035343035343,0,UNI,NA,SWISS,NA,NA,NA,UNI:E64,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,LM_0367,11,P4aKFE,a,P4,92.6209677419355,0,UNI,NA,SWISS,NA,NA,NA,UNI:UNI,CLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
