"","labels","EH_ID","infHistory","Strain","HybridStatus","primary","challenge","dpi","weight","weight_dpi0","Wchange","fecweight","oocyst_1","oocyst_2","oocyst_3","oocyst_4","average","OPG","comment","volume_PBS_mL","totalOocysts","IFNy_FEC","IFNy_CEWE","delta","CXCR3","IL.12","IRG6","Caecum","Eim_MC"
"369","E7bFMN","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",1,21.88,22.39,97.72219741,1.86,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"370","E7bFMV","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",3,22.76,22.39,101.6525234,1.95,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"371","E7bFNS","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",7,21.57,23.93,90.13790221,1.93,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"372","E7bFPV","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",8,21.27,21.35,99.62529274,1.1,0,2,0,0,0.5,4545.45454545455,"",1,5000,NA,8.41303699477307,-9.18,-12.4775,-8.6525,-12.0475,"neg","pos"
"373","E7bFRU","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",8,35.04,30.09,116.4506481,1.96,0,0,0,0,0,0,"",1,0,NA,23.307649530542,-12.69,-5.255,-5.85,-11.83,"neg","neg"
"374","E7bFXZ","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",4,25.96,24.85,104.4668008,1.03,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"375","E7bGHL","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",7,22.04,22.15,99.503386,1.67,0,0,0,0,0,0,"",1,0,2.03752363066968,NA,NA,NA,NA,NA,NA,NA
"376","E7bGHV","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",8,27.06,29.02,93.24603722,3.14,0,0,0,0,0,0,"",1,0,NA,11.2982790313474,-11.9,-11.615,-6.305,-3.91,"neg","neg"
"377","E7bGIR","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",0,24.85,24.85,100,1.76,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"378","E7bGIT","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",4,28.15,29.02,97.00206754,1.03,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"379","E7bGLS","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",1,30.62,30.09,101.7613825,2.34,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"380","E7bGPR","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",5,21.34,21.6,98.7962963,1.9,3,5,3,8,4.75,25000,"",1,47500,NA,NA,NA,NA,NA,NA,NA,NA
"381","E7bGPT","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",1,21.63,20.83,103.8406145,1.01,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"382","E7bGQU","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",0,23.89,23.89,100,1.91,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"383","E7bGSV","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",7,25.95,26.43,98.18388195,1.35,2,2,3,4,2.75,20370.3703703704,"",1,27500,NA,NA,NA,NA,NA,NA,NA,NA
"384","E7bGTV","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",2,20.67,21.7,95.25345622,1.82,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"385","E7bGVY","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",4,22.15,20.88,106.0823755,1.12,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"386","E7bGXY","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",0,19.07,19.07,100,2.27,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"387","E7bHIY","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",1,20.86,21.35,97.70491803,1.46,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"388","E7bHJW","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",1,22.21,21.6,102.8240741,1.05,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"389","E7bHKN","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",4,18.12,17.57,103.1303358,1.07,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"390","E7bHKS","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",1,21.53,21.13,101.8930431,1.38,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"391","E7bHKV","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",0,18.83,18.83,100,0.95,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"392","E7bHKX","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",6,16.72,17.02,98.2373678,1,10,9,14,7,10,1e+05,"",1,1e+05,NA,NA,NA,NA,NA,NA,NA,NA
"393","E7bHLP","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",6,22.25,20.83,106.8170907,1.24,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"394","E7bHLV","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",3,26.09,24.85,104.9899396,1.45,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"395","E7bHNO","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",6,34.11,30.09,113.3599202,2.13,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"396","E7bHQZ","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",0,21.13,21.13,100,1.08,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"397","E7bHVX","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",7,20.48,20.74,98.7463838,1.34,0,0,0,0,0,0,"",1,0,0,NA,NA,NA,NA,NA,NA,NA
"398","E7bHWY","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",6,23.26,22.77,102.1519543,1.92,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"399","E7bIJP","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",0,20.83,20.83,100,1.2,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"400","E7bIKL","LM_0285","E64:E64","PWD_PWD","parental strains","E64","E64",5,18.9,19.43,97.27225939,1.37,31,46,43,34,38.5,281021.897810219,"",1,385000,NA,NA,NA,NA,NA,NA,NA,NA
"401","E7bIKT","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",7,19.89,19.74,100.7598784,1.49,0,0,0,0,0,0,"",1,0,1.51108378897958,NA,NA,NA,NA,NA,NA,NA
"402","E7bILQ","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",0,20.74,20.74,100,1.38,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"403","E7bILR","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",0,20.88,20.88,100,2,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"404","E7bIMP","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",0,17.57,17.57,100,1.28,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"405","E7bIMQ","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",8,26.37,26.43,99.77298524,2.45,0,0,0,1,0.25,1020.40816326531,"",1,2500,NA,24.5913139705393,-11.42,-5.5275,-6.5675,-15.3325,"neg","neg"
"406","E7bIOZ","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",5,32.47,30.09,107.9096045,2.84,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"407","E7bIQW","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",7,20.85,21.6,96.52777778,1.78,0,2,1,2,1.25,7022.47191011236,"",1,12500,NA,NA,NA,NA,NA,NA,NA,NA
"408","E7bIRU","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",4,22.44,23.93,93.77350606,2.03,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"409","E7bITX","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",3,29.36,29.02,101.1716058,1.61,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"410","E7bJKZ","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",5,28.75,29.02,99.06960717,2.65,26,24,38,28,29,109433.962264151,"",1,290000,NA,NA,NA,NA,NA,NA,NA,NA
"411","E7bJMO","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",0,19.1,19.1,100,1.31,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"412","E7bJNY","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",2,19.98,20.74,96.33558341,1.39,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"413","E7bJOZ","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",4,20.33,19.74,102.9888551,0.94,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"414","E7bJQU","LM_0293","E64:E88","BUSNA_BUSNA","parental strains","E64","E88",8,19.86,20.74,95.75699132,1.24,0,0,0,0,0,0,"",1,0,NA,0.225145312864292,-5.02,-7.65,-8.98,-11.33,"neg","neg"
"415","E7bJQZ","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",5,22.53,22.77,98.94598155,2.28,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"416","E7bJRZ","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",6,20.33,21.25,95.67058824,1.82,40,28,29,32,32.25,177197.802197802,"",1,322500,NA,NA,NA,NA,NA,NA,NA,NA
"417","E7bKLQ","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",7,22.4,22.39,100.0446628,1.29,1,4,6,4,3.75,29069.7674418605,"",1,37500,NA,NA,NA,NA,NA,NA,NA,NA
"418","E7bKLT","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",4,22.56,22.39,100.7592675,1.26,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"419","E7bKMP","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",3,21.63,20.88,103.591954,1.11,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"420","E7bKMQ","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",8,23.01,23.89,96.3164504,1.58,0,0,0,0,0,0,"",1,0,NA,19.7264528663963,-9.75,-10.955,-8.01,-5.455,"neg","neg"
"421","E7bKOX","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",6,23.15,22.39,103.3943725,1.98,22,24,28,23,24.25,122474.747474747,"",1,242500,NA,NA,NA,NA,NA,NA,NA,NA
"422","E7bKPU","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",1,19.4,19.1,101.5706806,1.5,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"423","E7bKPZ","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",6,22.27,21.7,102.6267281,1.49,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"424","E7bKQW","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",8,21.81,21.7,100.5069124,2,0,0,0,0,0,0,"",1,0,NA,16.5237749733482,-10.42,-7.9625,-6.1625,-3.4275,"neg","neg"
"425","E7bKQZ","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",2,22.84,23.93,95.44504806,1.81,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"426","E7bKTZ","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",5,16.75,17.02,98.41363102,0.95,31,37,27,32,31.75,334210.526315789,"",1,317500,NA,NA,NA,NA,NA,NA,NA,NA
"427","E7bLMS","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",5,19.29,18.83,102.4429102,1.42,18,17,16,29,20,140845.070422535,"",1,2e+05,NA,NA,NA,NA,NA,NA,NA,NA
"428","E7bLMV","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",1,21.71,20.88,103.9750958,1.67,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"429","E7bLMZ","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",8,21.26,21.25,100.0470588,1.56,4,8,1,7,5,32051.2820512821,"",1,50000,NA,15.5470128102051,-8.38,-4.88,-6.165,-12.735,"pos","neg"
"430","E7bLNO","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",0,21.25,21.25,100,1.45,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"431","E7bLNT","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",7,20.41,21.35,95.5971897,1.7,20,18,18,16,18,105882.352941176,"",1,180000,NA,NA,NA,NA,NA,NA,NA,NA
"432","E7bLOR","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",0,22.39,22.39,100,1.27,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"433","E7bLOT","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",8,21.19,21.6,98.10185185,1.22,0,0,0,0,0,0,"",1,0,NA,28.0476364972057,-7.91,-6.3075,-3.8175,-13.0275,"pos","pos"
"434","E7bLPQ","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",4,17.14,17.02,100.7050529,0.54,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"435","E7bLPW","LM_0288","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",1,19.7,19.74,99.79736575,1.9,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"436","E7bLPZ","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",5,22.52,22.39,100.5806163,1.13,22,30,6,16,18.5,163716.814159292,"",1,185000,NA,NA,NA,NA,NA,NA,NA,NA
"437","E7bLQU","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",5,18.96,17.57,107.9112123,1.64,0,1,0,0,0.25,1524.39024390244,"",1,2500,NA,NA,NA,NA,NA,NA,NA,NA
"438","E7bLQW","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",3,22.5,22.77,98.81422925,1.28,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"439","E7bLRS","LM_0284","E64:E64","STRA_BUSNA","inter subsp. hybrids","E64","E64",8,23.55,22.39,105.1808843,1.5,0,0,1,0,0.25,1666.66666666667,"",1,2500,NA,48.3675947493746,-6.19,-8.2675,-4.1425,-2.3425,"pos","pos"
"440","E7bLVZ","LM_0272","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",7,22.87,22.77,100.4391744,1.27,0,0,0,0,0,0,"",1,0,3.15681996639047,NA,NA,NA,NA,NA,NA,NA
"441","E7bLYZ","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",8,19.35,19.1,101.3089005,1.49,0,0,0,0,0,0,"",1,0,NA,33.822275433801,-10.57,-10.3775,-5.16249999999999,-2.8525,"neg","neg"
"442","E7bMNP","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",3,21.5,21.6,99.53703704,1.31,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"443","E7bMNW","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",8,22.47,20.83,107.8732597,1.19,0,0,0,0,0,0,"",1,0,NA,6.05707055172943,4.14,-9.04,-5.23,-3.14,"neg","neg"
"444","E7bMOR","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",8,22.46,22.15,101.3995485,1.29,0,0,0,0,0,0,"",1,0,NA,22.3339434737452,-7.97,NA,NA,NA,"neg","neg"
"445","E7bMPW","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",5,20.96,21.7,96.58986175,2.94,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"446","E7bMQS","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",7,22.31,20.88,106.848659,1.26,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"447","E7bMRZ","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",8,18.5,17.57,105.2931133,1.42,0,0,0,0,0,0,"",1,0,NA,54.1465789028593,-7.12,-10.185,-5.19,-3.255,"pos","pos"
"448","E7bNOQ","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",3,16.81,17.02,98.76615746,0.84,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"449","E7bNOU","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",5,21.34,20.83,102.4483917,1.27,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"450","E7bNOY","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",6,21.42,21.35,100.3278689,1.89,28,22,12,20,20.5,108465.608465608,"",1,205000,NA,NA,NA,NA,NA,NA,NA,NA
"451","E7bNPW","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",7,22.03,21.25,103.6705882,1.27,7,7,5,6,6.25,49212.5984251968,"",1,62500,NA,NA,NA,NA,NA,NA,NA,NA
"452","E7bNPX","LM_0286","E64:E88","PWD_BUSNA","outbred hybrids","E64","E88",5,18.75,19.07,98.32197168,2.61,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"453","E7bNPY","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",6,20.17,18.83,107.1163038,1.7,8,13,11,23,13.75,80882.3529411765,"",1,137500,NA,NA,NA,NA,NA,NA,NA,NA
"454","E7bNRU","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",6,22.5,23.89,94.18166597,1.38,16,4,5,7,8,57971.0144927536,"",1,80000,NA,NA,NA,NA,NA,NA,NA,NA
"455","E7bNRV","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",3,22.13,21.13,104.7326077,0.94,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"456","E7bNSX","LM_0262","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",6,20.91,21.13,98.95882631,1.79,12,7,11,11,10.25,57262.5698324022,"",1,102500,NA,NA,NA,NA,NA,NA,NA,NA
"457","E7bNTU","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",7,27.42,29.02,94.48656099,2.37,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"458","E7bNUW","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",6,22.62,23.93,94.52569996,1.8,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"459","E7bNUX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62382335353016,NA,NA,NA,NA,NA,NA,NA
"460","E7bNUY","LM_0295","E64:E64","SCHUNT_PWD","inter subsp. hybrids","E64","E64",6,20.06,21.31,94.13420929,3.19,44,34,38,45,40.25,126175.548589342,"",1,402500,NA,NA,NA,NA,NA,NA,NA,NA
"461","E7bNXY","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",3,18.57,17.57,105.6915196,1.18,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"462","E7bOSX","LM_0273","E64:E88","STRA_SCHUNT","outbred hybrids","E64","E88",1,20.87,21.7,96.17511521,2.07,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"463","E7bOSY","LM_0280","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",1,17.68,17.57,100.6260672,2.67,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"464","E7bOSZ","LM_0270","E64:E64","SCHUNT_STRA","outbred hybrids","E64","E64",1,22.92,23.89,95.93972373,1.62,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"465","E7bPQT","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",0,29.59,29.59,100,1.74,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"466","E7bPQY","LM_0265","E64:E64","BUSNA_STRA","inter subsp. hybrids","E64","E64",1,26.11,26.43,98.78925463,2.34,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"467","E7bPQZ","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",7,16.65,17.02,97.82608696,1.97,30,33,29,25,29.25,148477.157360406,"",1,292500,NA,NA,NA,NA,NA,NA,NA,NA
"468","E7bPRZ","LM_0287","E64:E64","BUSNA_PWD","outbred hybrids","E64","E64",8,20.85,18.83,110.7275624,1.27,0,0,0,1,0.25,1968.50393700787,"",1,2500,NA,52.366947921615,-6.34,7.7525,NA,19.7025,"pos","pos"
"469","E7bPSV","LM_0289","E64:E88","SCHUNT_SCHUNT","parental strains","E64","E88",8,21.93,23.93,91.64229001,2.23,0,0,0,0,0,0,"",1,0,NA,11.1755693464102,-9.18,-9.55,-7.37,-3.315,"neg","neg"
"470","E7bPVX","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",6,24.24,24.85,97.54527163,1.66,53,49,78,80,65,391566.265060241,"",1,650000,NA,NA,NA,NA,NA,NA,NA,NA
"471","E7bPVZ","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",4,32.25,29.59,108.9895235,1.17,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"472","E7bPXY","LM_0291","E64:E64","PWD_BUSNA","outbred hybrids","E64","E64",2,24.8,24.85,99.79879276,2.38,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"473","E7bQRS","LM_0283","E64:E88","PWD_PWD","parental strains","E64","E88",5,18.4,19.1,96.33507853,1.81,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"474","E7bQRT","LM_0263","E64:E64","PWD_SCHUNT","inter subsp. hybrids","E64","E64",3,21.82,21.25,102.6823529,1.48,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"475","E7bQSV","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",3,21.12,21.35,98.92271663,1.4,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"476","E7bQVX","LM_0278","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",2,21.56,20.88,103.256705,2.62,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"477","E7bRSU","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",1,29.82,29.02,102.7567195,1.82,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"478","E7bRSW","LM_0294","E64:E64","PWD_PWD","parental strains","E64","E64",1,17.06,17.02,100.2350176,1,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"479","E7bRTX","LM_0260","E64:E64","SCHUNT_SCHUNT","parental strains","E64","E64",2,29.31,29.02,100.9993108,1.27,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"480","E7bRWX","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",2,31.29,30.09,103.9880359,2.35,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"481","E7bRWZ","LM_0282","E64:E88","STRA_STRA","parental strains","E64","E88",0,30.09,30.09,100,2.25,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"482","E7bRXZ","LM_0276","E64:E88","STRA_STRA","parental strains","E64","E88",6,31.62,29.59,106.8604258,1.79,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"483","E7bSTZ","LM_0279","E64:E64","BUSNA_BUSNA","parental strains","E64","E64",2,21.49,21.35,100.6557377,1.67,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"484","E7bSUZ","LM_0269","E64:E64","STRA_SCHUNT","outbred hybrids","E64","E64",4,21.51,21.6,99.58333333,0.94,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"485","E7bSWZ","LM_0277","E64:E88","BUSNA_STRA","inter subsp. hybrids","E64","E88",4,24.13,23.88,101.0469012,1.48,0,0,0,0,0,0,"plus 1ml PBS",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"486","E7bSXY","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",4,22.3,22.15,100.6772009,1.14,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"487","E7bSYZ","LM_0292","E64:E88","BUSNA_PWD","outbred hybrids","E64","E88",3,22.06,22.15,99.59367946,1.12,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
"488","E7bUWZ","LM_0275","E64:E88","SCHUNT_PWD","inter subsp. hybrids","E64","E88",3,21.81,20.83,104.7047528,1.56,0,0,0,0,0,0,"",1,0,NA,NA,NA,NA,NA,NA,NA,NA
