"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","weight","weight_dpi0","Wchange","HybridStatus","Strain","EXP"
"1502",NA,NA,NA,10,"LM_0254",NA,1.45,NA,NA,NA,NA,NA,"5.2aBCM",72413.7931034483,"E88",19.58,20.16,102.962206332993,"inter subsp. hybrids","SCHUNT_PWD","5.2a"
"1503",NA,NA,NA,8,"LM_0254",NA,1,NA,NA,NA,NA,NA,"5.2aEFT",1725000,"E88",19.83,20.16,101.664145234493,"inter subsp. hybrids","SCHUNT_PWD","5.2a"
"1504",NA,NA,NA,6,"LM_0254",NA,1.74,NA,NA,NA,NA,NA,"5.2aGMQ",0,"E88",20.19,20.16,99.851411589896,"inter subsp. hybrids","SCHUNT_PWD","5.2a"
"1505",NA,NA,NA,4,"LM_0254",NA,1.73,NA,NA,NA,NA,NA,"5.2aJKL",0,"E88",20.83,20.16,96.7834853576572,"inter subsp. hybrids","SCHUNT_PWD","5.2a"
"1506",NA,NA,NA,2,"LM_0254",NA,NA,NA,NA,NA,NA,NA,"5.2aBTZ",NA,"E88",20.66,20.16,97.5798644724105,"inter subsp. hybrids","SCHUNT_PWD","5.2a"
"1507",NA,NA,NA,9,"LM_0254",NA,2.21,NA,NA,NA,NA,NA,"5.2aMNW",107466.063348416,"E88",19.37,20.16,104.078471863707,"inter subsp. hybrids","SCHUNT_PWD","5.2a"
"1508",NA,NA,NA,11,"LM_0255",NA,0.28,NA,NA,NA,NA,NA,"5.2aHXY",17857.1428571429,"E88",12.65,14.65,115.810276679842,"parental strains","BUSNA_BUSNA","5.2a"
"1509",NA,NA,NA,10,"LM_0255",NA,0.22,NA,NA,NA,NA,NA,"5.2aDGJ",602272.727272727,"E88",12.24,14.65,119.68954248366,"parental strains","BUSNA_BUSNA","5.2a"
"1510",NA,NA,NA,1,"LM_0255",NA,NA,NA,NA,NA,NA,NA,"5.2aGMY",NA,"E88",14.69,14.65,99.7277059223962,"parental strains","BUSNA_BUSNA","5.2a"
"1511",NA,NA,NA,5,"LM_0255",NA,1.05,NA,NA,NA,NA,NA,"5.2aIMX",0,"E88",15.46,14.65,94.7606727037516,"parental strains","BUSNA_BUSNA","5.2a"
"1512",NA,NA,NA,4,"LM_0255",NA,1.39,NA,NA,NA,NA,NA,"5.2aCMS",0,"E88",15.36,14.65,95.3776041666667,"parental strains","BUSNA_BUSNA","5.2a"
"1513",NA,NA,NA,6,"LM_0255",NA,0.68,NA,NA,NA,NA,NA,"5.2aBNV",0,"E88",14.75,14.65,99.3220338983051,"parental strains","BUSNA_BUSNA","5.2a"
"1514",NA,NA,NA,7,"LM_0255",NA,0.29,NA,NA,NA,NA,NA,"5.2aEIR",60344.8275862069,"E88",13.92,14.65,105.244252873563,"parental strains","BUSNA_BUSNA","5.2a"
"1515",NA,NA,NA,9,"LM_0255",NA,NA,NA,NA,NA,NA,NA,"5.2aOQS",NA,"E88",12.45,14.65,117.670682730924,"parental strains","BUSNA_BUSNA","5.2a"
"1516",NA,NA,NA,2,"LM_0255",NA,NA,NA,NA,NA,NA,NA,"5.2aDFM",NA,"E88",15.62,14.65,93.7900128040973,"parental strains","BUSNA_BUSNA","5.2a"
"1517",NA,NA,NA,0,"LM_0255",NA,1.68,NA,NA,NA,NA,NA,"5.2aAKT",0,"E88",14.65,14.65,100,"parental strains","BUSNA_BUSNA","5.2a"
"1518",NA,NA,NA,3,"LM_0255",NA,NA,NA,NA,NA,NA,NA,"5.2aJWY",NA,"E88",15.78,14.65,92.8390367553866,"parental strains","BUSNA_BUSNA","5.2a"
"1519",NA,NA,NA,8,"LM_0255",NA,0.13,NA,NA,NA,NA,NA,"5.2aGXY",NA,"E88",12.91,14.65,113.477924089853,"parental strains","BUSNA_BUSNA","5.2a"
"1520",NA,NA,NA,7,"LM_0256",NA,1.31,NA,NA,NA,NA,NA,"5.2aLRU",5725.19083969466,"E88",25.75,25.63,99.5339805825243,"parental strains","STRA_STRA","5.2a"
"1521",NA,NA,NA,6,"LM_0256",NA,1.54,NA,NA,NA,NA,NA,"5.2aLPS",0,"E88",26.63,25.63,96.2448366503943,"parental strains","STRA_STRA","5.2a"
"1522",NA,NA,NA,8,"LM_0256",NA,0.27,NA,NA,NA,NA,NA,"5.2aABE",1074074.07407407,"E88",24.48,25.63,104.697712418301,"parental strains","STRA_STRA","5.2a"
"1523",NA,NA,NA,10,"LM_0256",NA,0.33,NA,NA,NA,NA,NA,"5.2aHIU",219696.96969697,"E88",24.05,25.63,106.569646569647,"parental strains","STRA_STRA","5.2a"
"1524",NA,NA,NA,1,"LM_0256",NA,NA,NA,NA,NA,NA,NA,"5.2aGLZ",NA,"E88",25.2,25.63,101.706349206349,"parental strains","STRA_STRA","5.2a"
"1525",NA,NA,NA,2,"LM_0256",NA,NA,NA,NA,NA,NA,NA,"5.2aDSZ",NA,"E88",25.29,25.63,101.344404903124,"parental strains","STRA_STRA","5.2a"
"1526",NA,NA,NA,0,"LM_0256",NA,1.8,NA,NA,NA,NA,NA,"5.2aFIM",0,"E88",25.63,25.63,100,"parental strains","STRA_STRA","5.2a"
"1527",NA,NA,NA,4,"LM_0256",NA,1.44,NA,NA,NA,NA,NA,"5.2aKLZ",0,"E88",25.9,25.63,98.957528957529,"parental strains","STRA_STRA","5.2a"
"1528",NA,NA,NA,11,"LM_0256",NA,0.42,NA,NA,NA,NA,NA,"5.2aILS",142857.142857143,"E88",24.04,25.63,106.613976705491,"parental strains","STRA_STRA","5.2a"
"1529",NA,NA,NA,3,"LM_0256",NA,NA,NA,NA,NA,NA,NA,"5.2aFTY",NA,"E88",26.21,25.63,97.787104158718,"parental strains","STRA_STRA","5.2a"
"1530",NA,NA,NA,5,"LM_0256",NA,1.27,NA,NA,NA,NA,NA,"5.2aBKQ",0,"E88",25.65,25.63,99.9220272904483,"parental strains","STRA_STRA","5.2a"
"1531",NA,NA,NA,9,"LM_0256",NA,0.49,NA,NA,NA,NA,NA,"5.2aEFY",974489.795918367,"E88",24.42,25.63,104.954954954955,"parental strains","STRA_STRA","5.2a"
"1532",NA,NA,NA,1,"LM_0257",NA,NA,NA,NA,NA,NA,NA,"5.2aCLV",NA,"E88",20.19,19.57,96.9291728578504,"parental strains","SCHUNT_SCHUNT","5.2a"
"1533",NA,NA,NA,8,"LM_0257",NA,0.72,NA,NA,NA,NA,NA,"5.2aJKN",2218750,"E88",20.02,19.57,97.7522477522478,"parental strains","SCHUNT_SCHUNT","5.2a"
"1534",NA,NA,NA,10,"LM_0257",NA,0.72,NA,NA,NA,NA,NA,"5.2aFHI",93750,"E88",20.05,19.57,97.6059850374065,"parental strains","SCHUNT_SCHUNT","5.2a"
"1535",NA,NA,NA,9,"LM_0257",NA,0.84,NA,NA,NA,NA,NA,"5.2aLNW",812500,"E88",19.68,19.57,99.4410569105691,"parental strains","SCHUNT_SCHUNT","5.2a"
"1536",NA,NA,NA,2,"LM_0257",NA,NA,NA,NA,NA,NA,NA,"5.2aFOY",NA,"E88",20.2,19.57,96.8811881188119,"parental strains","SCHUNT_SCHUNT","5.2a"
"1537",NA,NA,NA,6,"LM_0257",NA,1.06,NA,NA,NA,NA,NA,"5.2aBKN",0,"E88",20.57,19.57,95.1385512882839,"parental strains","SCHUNT_SCHUNT","5.2a"
"1538",NA,NA,NA,11,"LM_0257",NA,0.92,NA,NA,NA,NA,NA,"5.2aIOU",5434.78260869565,"E88",20.23,19.57,96.7375185368265,"parental strains","SCHUNT_SCHUNT","5.2a"
"1539",NA,NA,NA,0,"LM_0257",NA,2.21,NA,NA,NA,NA,NA,"5.2aCEN",255656.108597285,"E88",19.57,19.57,100,"parental strains","SCHUNT_SCHUNT","5.2a"
"1540",NA,NA,NA,7,"LM_0257",NA,1.03,NA,NA,NA,NA,NA,"5.2aDIW",0,"E88",19.84,19.57,98.6391129032258,"parental strains","SCHUNT_SCHUNT","5.2a"
"1541",NA,NA,NA,3,"LM_0257",NA,NA,NA,NA,NA,NA,NA,"5.2aDIN",NA,"E88",20.22,19.57,96.7853610286845,"parental strains","SCHUNT_SCHUNT","5.2a"
"1542",NA,NA,NA,4,"LM_0257",NA,0.95,NA,NA,NA,NA,NA,"5.2aELP",2631.57894736842,"E88",20.27,19.57,96.5466206216083,"parental strains","SCHUNT_SCHUNT","5.2a"
"1543",NA,NA,NA,5,"LM_0257",NA,0.64,NA,NA,NA,NA,NA,"5.2aJOQ",0,"E88",19.83,19.57,98.6888552697933,"parental strains","SCHUNT_SCHUNT","5.2a"
"1544",NA,NA,NA,2,"LM_0258",NA,NA,NA,NA,NA,NA,NA,"5.2bQTU",NA,"E64",17.35,17.53,101.037463976945,"outbred hybrids","BUSNA_PWD","5.2b"
"1545",NA,NA,NA,6,"LM_0258",NA,1.06,NA,NA,NA,NA,NA,"5.2bEJP",297169.811320755,"E64",17.2,17.53,101.918604651163,"outbred hybrids","BUSNA_PWD","5.2b"
"1546",NA,NA,NA,8,"LM_0258",NA,1.85,NA,NA,NA,NA,NA,"5.2bINY",4054.05405405405,"E64",16.39,17.53,106.955460646736,"outbred hybrids","BUSNA_PWD","5.2b"
"1547",NA,NA,NA,7,"LM_0258",NA,1.78,NA,NA,NA,NA,NA,"5.2bACF",37921.3483146067,"E64",17.63,17.53,99.4327850255247,"outbred hybrids","BUSNA_PWD","5.2b"
"1548",NA,NA,NA,10,"LM_0258",NA,NA,NA,NA,NA,NA,NA,"5.2bJPZ",NA,"E64",NA,17.53,NA,"outbred hybrids","BUSNA_PWD","5.2b"
"1549",NA,NA,NA,5,"LM_0258",NA,0.92,NA,NA,NA,NA,NA,"5.2bILP",578804.347826087,"E64",16.42,17.53,106.760048721072,"outbred hybrids","BUSNA_PWD","5.2b"
"1550",NA,NA,NA,11,"LM_0258",NA,NA,NA,NA,NA,NA,NA,"5.2bJQT",NA,"E64",NA,17.53,NA,"outbred hybrids","BUSNA_PWD","5.2b"
"1551",NA,NA,NA,3,"LM_0258",NA,1.38,NA,NA,NA,NA,NA,"5.2bCEF",5434.78260869565,"E64",15.87,17.53,110.459987397606,"outbred hybrids","BUSNA_PWD","5.2b"
"1552",NA,NA,NA,1,"LM_0258",NA,NA,NA,NA,NA,NA,NA,"5.2bGLU",NA,"E64",17.24,17.53,101.682134570766,"outbred hybrids","BUSNA_PWD","5.2b"
"1553",NA,NA,NA,4,"LM_0258",NA,0.99,NA,NA,NA,NA,NA,"5.2bOSV",2525.25252525253,"E64",16.24,17.53,107.943349753695,"outbred hybrids","BUSNA_PWD","5.2b"
"1554",NA,NA,NA,9,"LM_0258",NA,NA,NA,NA,NA,NA,NA,"5.2bHJO",NA,"E64",NA,17.53,NA,"outbred hybrids","BUSNA_PWD","5.2b"
"1555",NA,NA,NA,0,"LM_0258",NA,1.82,NA,NA,NA,NA,NA,"5.2bBMV",217032.967032967,"E64",17.53,17.53,100,"outbred hybrids","BUSNA_PWD","5.2b"
"1556",NA,NA,NA,7,"LM_0259",NA,1,NA,NA,NA,NA,NA,"5.2bBFW",250000,"E64",25.72,24.62,95.7231726283048,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1557",NA,NA,NA,9,"LM_0259",NA,NA,NA,NA,NA,NA,NA,"5.2bESW",NA,"E64",NA,24.62,NA,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1558",NA,NA,NA,6,"LM_0259",NA,1,NA,NA,NA,NA,NA,"5.2bQSX",432500,"E64",24.78,24.62,99.3543179983858,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1559",NA,NA,NA,4,"LM_0259",NA,1.25,NA,NA,NA,NA,NA,"5.2bMQU",8000,"E64",24.99,24.62,98.5194077631052,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1560",NA,NA,NA,1,"LM_0259",NA,NA,NA,NA,NA,NA,NA,"5.2bCRU",NA,"E64",24.71,24.62,99.6357749898826,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1561",NA,NA,NA,5,"LM_0259",NA,0.98,NA,NA,NA,NA,NA,"5.2bBUW",482142.857142857,"E64",24.6,24.62,100.081300813008,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1562",NA,NA,NA,11,"LM_0259",NA,NA,NA,NA,NA,NA,NA,"5.2bEHI",NA,"E64",NA,24.62,NA,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1563",NA,NA,NA,3,"LM_0259",NA,2.05,NA,NA,NA,NA,NA,"5.2bKMU",0,"E64",26.01,24.62,94.6559015763168,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1564",NA,NA,NA,0,"LM_0259",NA,2.12,NA,NA,NA,NA,NA,"5.2bEGM",100825.471698113,"E64",24.62,24.62,100,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1565",NA,NA,NA,8,"LM_0259",NA,1.21,NA,NA,NA,NA,NA,"5.2bIWZ",10330.5785123967,"E64",25.21,24.62,97.6596588655296,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1566",NA,NA,NA,10,"LM_0259",NA,NA,NA,NA,NA,NA,NA,"5.2bJXZ",NA,"E64",NA,24.62,NA,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1567",NA,NA,NA,2,"LM_0259",NA,NA,NA,NA,NA,NA,NA,"5.2bKQT",NA,"E64",25.13,24.62,97.9705531237565,"inter subsp. hybrids","STRA_BUSNA","5.2b"
"1568",NA,NA,NA,0,"LM_0260",NA,1.65,NA,NA,NA,NA,NA,"5.2bAEY",262121.212121212,"E64",20.11,20.11,100,"parental strains","SCHUNT_SCHUNT","5.2b"
"1569",NA,NA,NA,9,"LM_0260",NA,NA,NA,NA,NA,NA,NA,"5.2bMNZ",NA,"E64",NA,20.11,NA,"parental strains","SCHUNT_SCHUNT","5.2b"
"1570",NA,NA,NA,1,"LM_0260",NA,NA,NA,NA,NA,NA,NA,"5.2bLUX",NA,"E64",19.93,20.11,100.903161063723,"parental strains","SCHUNT_SCHUNT","5.2b"
"1571",NA,NA,NA,10,"LM_0260",NA,NA,NA,NA,NA,NA,NA,"5.2bKNP",NA,"E64",NA,20.11,NA,"parental strains","SCHUNT_SCHUNT","5.2b"
"1572",NA,NA,NA,11,"LM_0260",NA,NA,NA,NA,NA,NA,NA,"5.2bAKW",NA,"E64",NA,20.11,NA,"parental strains","SCHUNT_SCHUNT","5.2b"
"1573",NA,NA,NA,7,"LM_0260",NA,0.9,NA,NA,NA,NA,NA,"5.2bACX",88888.8888888889,"E64",17.47,20.11,115.111619919863,"parental strains","SCHUNT_SCHUNT","5.2b"
"1574",NA,NA,NA,4,"LM_0260",NA,1.05,NA,NA,NA,NA,NA,"5.2bNWY",9523.80952380952,"E64",19.35,20.11,103.927648578811,"parental strains","SCHUNT_SCHUNT","5.2b"
"1575",NA,NA,NA,2,"LM_0260",NA,NA,NA,NA,NA,NA,NA,"5.2bHKM",NA,"E64",19.46,20.11,103.340184994861,"parental strains","SCHUNT_SCHUNT","5.2b"
"1576",NA,NA,NA,8,"LM_0260",NA,1.33,NA,NA,NA,NA,NA,"5.2bLOV",43233.0827067669,"E64",18.21,20.11,110.433827567271,"parental strains","SCHUNT_SCHUNT","5.2b"
"1577",NA,NA,NA,6,"LM_0260",NA,0.53,NA,NA,NA,NA,NA,"5.2bFQW",146226.41509434,"E64",18.56,20.11,108.351293103448,"parental strains","SCHUNT_SCHUNT","5.2b"
"1578",NA,NA,NA,5,"LM_0260",NA,0.55,NA,NA,NA,NA,NA,"5.2bGUZ",259090.909090909,"E64",18.57,20.11,108.292945611201,"parental strains","SCHUNT_SCHUNT","5.2b"
"1579",NA,NA,NA,3,"LM_0260",NA,2.08,NA,NA,NA,NA,NA,"5.2bENS",2403.84615384615,"E64",19.39,20.11,103.71325425477,"parental strains","SCHUNT_SCHUNT","5.2b"
"1580",NA,NA,NA,11,"LM_0261",NA,NA,NA,NA,NA,NA,NA,"5.2bSVW",NA,"E64",NA,15.38,NA,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1581",NA,NA,NA,1,"LM_0261",NA,NA,NA,NA,NA,NA,NA,"5.2bCHT",NA,"E64",15.79,15.38,97.4034198860038,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1582",NA,NA,NA,7,"LM_0261",NA,1.12,NA,NA,NA,NA,NA,"5.2bCJM",142857.142857143,"E64",15.76,15.38,97.5888324873096,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1583",NA,NA,NA,4,"LM_0261",NA,0.99,NA,NA,NA,NA,NA,"5.2bDQS",5050.50505050505,"E64",15.06,15.38,102.124833997344,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1584",NA,NA,NA,6,"LM_0261",NA,0.73,NA,NA,NA,NA,NA,"5.2bGOS",784246.575342466,"E64",15.17,15.38,101.384311140409,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1585",NA,NA,NA,5,"LM_0261",NA,0.83,NA,NA,NA,NA,NA,"5.2bIKN",262048.192771084,"E64",14.73,15.38,104.412763068568,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1586",NA,NA,NA,3,"LM_0261",NA,1.69,NA,NA,NA,NA,NA,"5.2bIUV",0,"E64",15.9,15.38,96.7295597484277,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1587",NA,NA,NA,2,"LM_0261",NA,NA,NA,NA,NA,NA,NA,"5.2bDMP",NA,"E64",15.41,15.38,99.805321219987,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1588",NA,NA,NA,9,"LM_0261",NA,NA,NA,NA,NA,NA,NA,"5.2bIMU",NA,"E64",NA,15.38,NA,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1589",NA,NA,NA,0,"LM_0261",NA,1.7,NA,NA,NA,NA,NA,"5.2bCNO",0,"E64",15.38,15.38,100,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1590",NA,NA,NA,8,"LM_0261",NA,1.89,NA,NA,NA,NA,NA,"5.2bHQS",142857.142857143,"E64",16.48,15.38,93.3252427184466,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1591",NA,NA,NA,10,"LM_0261",NA,NA,NA,NA,NA,NA,NA,"5.2bCIN",NA,"E64",NA,15.38,NA,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1592",NA,NA,NA,6,"LM_0262",NA,0.88,NA,NA,NA,NA,NA,"5.2bMUX",31250,"E64",16.41,15.24,92.8702010968921,"parental strains","BUSNA_BUSNA","5.2b"
"1593",NA,NA,NA,11,"LM_0262",NA,NA,NA,NA,NA,NA,NA,"5.2bFQR",NA,"E64",NA,15.24,NA,"parental strains","BUSNA_BUSNA","5.2b"
"1594",NA,NA,NA,2,"LM_0262",NA,NA,NA,NA,NA,NA,NA,"5.2bEUX",NA,"E64",16.1,15.24,94.6583850931677,"parental strains","BUSNA_BUSNA","5.2b"
"1595",NA,NA,NA,9,"LM_0262",NA,NA,NA,NA,NA,NA,NA,"5.2bGHW",NA,"E64",NA,15.24,NA,"parental strains","BUSNA_BUSNA","5.2b"
"1596",NA,NA,NA,10,"LM_0262",NA,NA,NA,NA,NA,NA,NA,"5.2bRTX",NA,"E64",NA,15.24,NA,"parental strains","BUSNA_BUSNA","5.2b"
"1597",NA,NA,NA,0,"LM_0262",NA,2.75,NA,NA,NA,NA,NA,"5.2bCTU",92727.2727272727,"E64",15.24,15.24,100,"parental strains","BUSNA_BUSNA","5.2b"
"1598",NA,NA,NA,1,"LM_0262",NA,NA,NA,NA,NA,NA,NA,"5.2bKTV",NA,"E64",14.89,15.24,102.350570852921,"parental strains","BUSNA_BUSNA","5.2b"
"1599",NA,NA,NA,5,"LM_0262",NA,0.87,NA,NA,NA,NA,NA,"5.2bPSW",112068.965517241,"E64",15.53,15.24,98.1326464906632,"parental strains","BUSNA_BUSNA","5.2b"
"1600",NA,NA,NA,7,"LM_0262",NA,1.01,NA,NA,NA,NA,NA,"5.2bNOY",7425.74257425743,"E64",16.51,15.24,92.3076923076923,"parental strains","BUSNA_BUSNA","5.2b"
"1601",NA,NA,NA,8,"LM_0262",NA,0.97,NA,NA,NA,NA,NA,"5.2bORT",12886.5979381443,"E64",16.2,15.24,94.0740740740741,"parental strains","BUSNA_BUSNA","5.2b"
"1602",NA,NA,NA,3,"LM_0262",NA,1.43,NA,NA,NA,NA,NA,"5.2bANV",6993.00699300699,"E64",16.07,15.24,94.835096453018,"parental strains","BUSNA_BUSNA","5.2b"
"1603",NA,NA,NA,4,"LM_0262",NA,1.55,NA,NA,NA,NA,NA,"5.2bGMO",3225.8064516129,"E64",15.45,15.24,98.6407766990291,"parental strains","BUSNA_BUSNA","5.2b"
"1604",NA,NA,NA,2,"LM_0263",NA,NA,NA,NA,NA,NA,NA,"5.2bDEL",NA,"E64",18.25,18.47,101.205479452055,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1605",NA,NA,NA,9,"LM_0263",NA,NA,NA,NA,NA,NA,NA,"5.2bJUW",NA,"E64",NA,18.47,NA,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1606",NA,NA,NA,1,"LM_0263",NA,NA,NA,NA,NA,NA,NA,"5.2bTVZ",NA,"E64",18.96,18.47,97.415611814346,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1607",NA,NA,NA,4,"LM_0263",NA,0.83,NA,NA,NA,NA,NA,"5.2bJPS",27108.4337349398,"E64",17.03,18.47,108.455666470934,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1608",NA,NA,NA,8,"LM_0263",NA,1.24,NA,NA,NA,NA,NA,"5.2bBMZ",36290.3225806452,"E64",18.35,18.47,100.653950953678,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1609",NA,NA,NA,0,"LM_0263",NA,1.4,NA,NA,NA,NA,NA,"5.2bFGS",1785.71428571429,"E64",18.47,18.47,100,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1610",NA,NA,NA,11,"LM_0263",NA,NA,NA,NA,NA,NA,NA,"5.2bBWZ",NA,"E64",NA,18.47,NA,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1611",NA,NA,NA,7,"LM_0263",NA,1.17,NA,NA,NA,NA,NA,"5.2bEGR",153846.153846154,"E64",18.95,18.47,97.467018469657,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1612",NA,NA,NA,10,"LM_0263",NA,NA,NA,NA,NA,NA,NA,"5.2bGMZ",NA,"E64",NA,18.47,NA,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1613",NA,NA,NA,5,"LM_0263",NA,0.6,NA,NA,NA,NA,NA,"5.2bAPS",95833.3333333333,"E64",17.22,18.47,107.25900116144,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1614",NA,NA,NA,6,"LM_0263",NA,0.69,NA,NA,NA,NA,NA,"5.2bMNQ",1605072.46376812,"E64",17.91,18.47,103.126744835288,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1615",NA,NA,NA,3,"LM_0263",NA,1.86,NA,NA,NA,NA,NA,"5.2bHSW",0,"E64",17.88,18.47,103.299776286353,"inter subsp. hybrids","PWD_SCHUNT","5.2b"
"1616",NA,NA,NA,9,"LM_0264",NA,NA,NA,NA,NA,NA,NA,"5.2bBPZ",NA,"E64",NA,17.69,NA,"parental strains","PWD_PWD","5.2b"
"1617",NA,NA,NA,4,"LM_0264",NA,1.26,NA,NA,NA,NA,NA,"5.2bHNW",1984.12698412698,"E64",16.17,17.69,109.400123685838,"parental strains","PWD_PWD","5.2b"
"1618",NA,NA,NA,2,"LM_0264",NA,NA,NA,NA,NA,NA,NA,"5.2bCOY",NA,"E64",16.73,17.69,105.738194859534,"parental strains","PWD_PWD","5.2b"
"1619",NA,NA,NA,7,"LM_0264",NA,0.49,NA,NA,NA,NA,NA,"5.2bGIJ",602040.816326531,"E64",15.77,17.69,112.175015852885,"parental strains","PWD_PWD","5.2b"
"1620",NA,NA,NA,8,"LM_0264",NA,0.93,NA,NA,NA,NA,NA,"5.2bEGT",77956.9892473118,"E64",16.52,17.69,107.082324455206,"parental strains","PWD_PWD","5.2b"
"1621",NA,NA,NA,1,"LM_0264",NA,NA,NA,NA,NA,NA,NA,"5.2bNSX",NA,"E64",14.68,17.69,120.504087193461,"parental strains","PWD_PWD","5.2b"
"1622",NA,NA,NA,3,"LM_0264",NA,1.37,NA,NA,NA,NA,NA,"5.2bFGM",0,"E64",16.55,17.69,106.888217522659,"parental strains","PWD_PWD","5.2b"
"1623",NA,NA,NA,6,"LM_0264",NA,0.29,NA,NA,NA,NA,NA,"5.2bBGP",2646551.72413793,"E64",14.28,17.69,123.879551820728,"parental strains","PWD_PWD","5.2b"
"1624",NA,NA,NA,10,"LM_0264",NA,NA,NA,NA,NA,NA,NA,"5.2bQST",NA,"E64",NA,17.69,NA,"parental strains","PWD_PWD","5.2b"
"1625",NA,NA,NA,11,"LM_0264",NA,NA,NA,NA,NA,NA,NA,"5.2bBRT",NA,"E64",NA,17.69,NA,"parental strains","PWD_PWD","5.2b"
"1626",NA,NA,NA,0,"LM_0264",NA,1.45,NA,NA,NA,NA,NA,"5.2bAQZ",0,"E64",17.69,17.69,100,"parental strains","PWD_PWD","5.2b"
"1627",NA,NA,NA,5,"LM_0264",NA,0.09,NA,NA,NA,NA,NA,"5.2bFPT",666666.666666667,"E64",14.31,17.69,123.619846261356,"parental strains","PWD_PWD","5.2b"
"1628",NA,NA,NA,9,"LM_0265",NA,NA,NA,NA,NA,NA,NA,"5.2bBER",NA,"E64",NA,23.29,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1629",NA,NA,NA,8,"LM_0265",NA,1.5,NA,NA,NA,NA,NA,"5.2bCFI",26666.6666666667,"E64",22.37,23.29,104.112650871703,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1630",NA,NA,NA,5,"LM_0265",NA,0.68,NA,NA,NA,NA,NA,"5.2bENP",426470.588235294,"E64",22.98,23.29,101.348999129678,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1631",NA,NA,NA,11,"LM_0265",NA,NA,NA,NA,NA,NA,NA,"5.2bKPS",NA,"E64",NA,23.29,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1632",NA,NA,NA,3,"LM_0265",NA,1.29,NA,NA,NA,NA,NA,"5.2bFTU",0,"E64",24.75,23.29,94.1010101010101,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1633",NA,NA,NA,1,"LM_0265",NA,NA,NA,NA,NA,NA,NA,"5.2bGPZ",NA,"E64",23.78,23.29,97.9394449116905,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1634",NA,NA,NA,6,"LM_0265",NA,1.08,NA,NA,NA,NA,NA,"5.2bMRW",1395833.33333333,"E64",22.88,23.29,101.791958041958,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1635",NA,NA,NA,4,"LM_0265",NA,1.21,NA,NA,NA,NA,NA,"5.2bDGZ",2066.11570247934,"E64",22.8,23.29,102.149122807018,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1636",NA,NA,NA,10,"LM_0265",NA,NA,NA,NA,NA,NA,NA,"5.2bENU",NA,"E64",NA,23.29,NA,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1637",NA,NA,NA,0,"LM_0265",NA,1.48,NA,NA,NA,NA,NA,"5.2bMPQ",0,"E64",23.29,23.29,100,"inter subsp. hybrids","BUSNA_STRA","5.2b"
"1638",NA,NA,NA,2,"LM_0265",NA,NA,NA,NA,NA,NA,NA,"5.2bBJT",NA,"E64",24.85,23.29,93.7223340040241,"inter subsp. hybrids","BUSNA_STRA","5.2b"
